seed,k_known,k_total,alpha,omega,n,r,sigma_x,sigma_y,p_lo,p_hi,F_keep_n,bb_acc,cbm_acc,cbm_mse,F_pair_raw_mean,E_pair_raw_mean,S_frob_abs,S_frob_rel,Cov_frob_abs,Cov_frob_rel,T1,T2,T3,T4
1,20,50,-1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.9525,0.5815,7.696331024169922,0.014408515853900003,0.0047996219259833816,21.368377685546875,0.9931066957410118,49.37836688485744,0.3854027664514636,63.96936380352153,-3.457022461891983,318.5131079515689,170.5637162300116
1,20,50,0.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.942,0.6735,1.6201655864715576,0.017691738702552882,0.007277336790177383,23.58951187133789,0.9892202118108708,16.003903142569186,0.14467726054801197,63.96936380352153,0.0,0.0,170.5637162300116
1,20,50,1.0,0.5,8000,64,0.3,1.5,0.2,0.8,277,0.947,0.5925,5.845035076141357,0.032766510265278874,0.005155720639863591,18.49633026123047,0.9962280107263387,40.3431603234053,0.3299071032763538,63.96936380352153,-3.59474555210378,279.7141678961301,170.5637162300116
1,20,50,-1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.9425,0.5525,7.696331024169922,0.026998849026638613,0.0047996219259833816,19.92428207397461,0.996342949012598,49.37836688485744,0.3854027664514636,15.992340950880383,-2.5927669247950864,716.6545101502118,383.7683765229988
1,20,50,0.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.9585,0.554,1.6201655864715576,0.009969881444933555,0.007277336790177383,23.476015090942383,0.993596857867785,16.003903142569186,0.14467726054801197,15.992340950880383,0.0,0.0,383.7683765229988
1,20,50,1.0,0.75,8000,64,0.3,1.5,0.2,0.8,213,0.949,0.536,5.845035076141357,0.047698642640362346,0.005155720639863591,17.44987678527832,1.0015864431420876,40.3431603234053,0.3299071032763538,15.992340950880383,-2.6960592680655786,629.3569224363382,383.7683765229988
1,20,50,-1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.951,0.5485,7.696331024169922,0.01542334022830657,0.0047996219259833816,21.881301879882812,0.9977053506769,49.37836688485744,0.3854027664514636,0.0,0.0,1274.0524318062755,682.2548649200464
1,20,50,0.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9575,0.5085,1.6201655864715576,0.017330777693821707,0.007277336790177383,23.634002685546875,0.9965551316859667,16.003903142569186,0.14467726054801197,0.0,0.0,0.0,682.2548649200464
1,20,50,1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9605,0.5405,5.845035076141357,0.04438397187638513,0.005155720639863591,17.501745223999023,1.0020089416850513,40.3431603234053,0.3299071032763538,0.0,0.0,1118.8566715845204,682.2548649200464
1,30,50,-1.0,0.0,8000,64,0.3,1.5,0.2,0.8,510,0.926,0.866,8.669380187988281,0.022033032742457315,0.007124261270630462,25.65029525756836,0.9921347884391166,74.22278301993545,0.2959165208106559,466.7622395192333,0.0,0.0,0.0
1,30,50,0.0,0.0,8000,64,0.3,1.5,0.2,0.8,224,0.9395,0.915,1.562361717224121,0.021797790096685674,0.00932171660764464,27.473737716674805,0.9949368165795102,26.867002704539242,0.11559877525637102,466.7622395192333,0.0,0.0,0.0
1,30,50,1.0,0.0,8000,64,0.3,1.5,0.2,0.8,849,0.8945,0.675,72.67095184326172,0.04339098210049537,0.0103432297706604,23.875797271728516,0.9921266582510845,561.8825012461224,0.852176005509856,466.7622395192333,0.0,0.0,0.0
1,30,50,-1.0,0.25,8000,64,0.3,1.5,0.2,0.8,432,0.931,0.8295,8.669380187988281,0.027131946890485464,0.007124261270630462,25.344966888427734,0.9928795149916396,74.22278301993545,0.2959165208106559,262.553759582211,-0.46751406435276144,14.456459339964692,32.54002622818507
1,30,50,0.0,0.25,8000,64,0.3,1.5,0.2,0.8,201,0.942,0.88,1.562361717224121,0.014519364256352413,0.00932171660764464,27.553997039794922,0.9949215456313633,26.867002704539242,0.11559877525637102,262.553759582211,0.0,0.0,32.54002622818507
1,30,50,1.0,0.25,8000,64,0.3,1.5,0.2,0.8,200,0.9725,0.4955,72.67095184326172,0.03641757265943633,0.0103432297706604,23.91037368774414,0.9923745170000592,561.8825012461224,0.852176005509856,262.553759582211,6.318319353460038,3661.5566022657445,32.54002622818507
1,30,50,-1.0,0.5,8000,64,0.3,1.5,0.2,0.8,374,0.9445,0.692,8.669380187988281,0.024569395140208835,0.007124261270630462,25.75189781188965,0.9959479482001471,74.22278301993545,0.2959165208106559,116.69055987980832,-0.6233519294010577,57.82583735985877,130.16010491274028
1,30,50,0.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.9425,0.748,1.562361717224121,0.025561476914044604,0.00932171660764464,27.09288215637207,0.9990909025687736,26.867002704539242,0.11559877525637102,116.69055987980832,0.0,0.0,130.16010491274028
1,30,50,1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.984,0.4955,72.67095184326172,0.05110502516928272,0.0103432297706604,21.31844711303711,0.9959448483695035,561.8825012461224,0.852176005509856,116.69055987980832,8.424426042215348,14646.226409062978,130.16010491274028
1,30,50,-1.0,0.75,8000,64,0.3,1.5,0.2,0.8,357,0.9405,0.5695,8.669380187988281,0.03347649443933932,0.007124261270630462,24.722030639648438,1.0009255971553044,74.22278301993545,0.2959165208106559,29.17263996995208,-0.46751386253821225,130.10814165574126,292.8602534018723
1,30,50,0.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.9535,0.6,1.562361717224121,0.027048986475786258,0.00932171660764464,25.723962783813477,1.003089572692125,26.867002704539242,0.11559877525637102,29.17263996995208,0.0,0.0,292.8602534018723
1,30,50,1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.988,0.4995,72.67095184326172,0.051781491494731546,0.0103432297706604,23.584335327148438,0.9974583936695859,561.8825012461224,0.852176005509856,29.17263996995208,6.318319594938525,32954.011108416926,292.8602534018723
1,30,50,-1.0,1.0,8000,64,0.3,1.5,0.2,0.8,304,0.9355,0.5495,8.669380187988281,0.024439584144930377,0.007124261270630462,25.37215232849121,1.0013999845524781,74.22278301993545,0.2959165208106559,0.0,0.0,231.30334943943507,520.6404196509611
1,30,50,0.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9465,0.508,1.562361717224121,0.03423145957950228,0.00932171660764464,23.765666961669922,1.0037005457094181,26.867002704539242,0.11559877525637102,0.0,0.0,0.0,520.6404196509611
1,30,50,1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9895,0.503,72.67095184326172,0.03551485883433308,0.0103432297706604,24.937053680419922,0.9963592362489021,561.8825012461224,0.852176005509856,0.0,0.0,58584.90563625191,520.6404196509611
1,40,50,-1.0,0.0,8000,64,0.3,1.5,0.2,0.8,200,0.955,0.907,4.703263759613037,0.02535976585898903,0.008064595804376623,29.844593048095703,0.9925981251780644,73.03850149449312,0.1932414743204674,1189.0184493059,0.0,0.0,0.0
1,40,50,0.0,0.0,8000,64,0.3,1.5,0.2,0.8,200,0.9615,0.927,2.026772975921631,0.018695489708594637,0.009678124519250092,32.729644775390625,0.9937723884240043,49.3425618298416,0.13273908621038347,1189.0184493059,0.0,0.0,0.0
1,40,50,1.0,0.0,8000,64,0.3,1.5,0.2,0.8,200,0.9525,0.9165,3.5467967987060547,0.020128306876823935,0.008714409464319499,31.0992374420166,0.9916000520096956,64.19307961990718,0.17205056965948456,1189.0184493059,0.0,0.0,0.0
1,40,50,-1.0,0.25,8000,64,0.3,1.5,0.2,0.8,200,0.9435,0.8805,4.703263759613037,0.02508843901590668,0.008064595804376623,29.004682540893555,0.9930000671280665,73.03850149449312,0.1932414743204674,668.8228757765721,-5.988957100735085,23.94984835413041,4.940105617493092
1,40,50,0.0,0.25,8000,64,0.3,1.5,0.2,0.8,200,0.9545,0.9205,2.026772975921631,0.01486856745547042,0.009678124519250092,32.26158905029297,0.9927639081680559,49.3425618298416,0.13273908621038347,668.8228757765721,0.0,0.0,4.940105617493092
1,40,50,1.0,0.25,8000,64,0.3,1.5,0.2,0.8,200,0.9365,0.8555,3.5467967987060547,0.032862843021982474,0.008714409464319499,28.543657302856445,0.99014525697358,64.19307961990718,0.17205056965948456,668.8228757765721,0.8130864748174023,85.03613040251611,4.940105617493092
1,40,50,-1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.9465,0.7815,4.703263759613037,0.02164076892335403,0.008064595804376623,29.337251663208008,0.995988698135757,73.03850149449312,0.1932414743204674,297.254612326475,-7.985276259866229,95.79939341652164,19.76042246997237
1,40,50,0.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.942,0.884,2.026772975921631,0.009849776818699842,0.009678124519250092,32.36194610595703,0.9938858986948358,49.3425618298416,0.13273908621038347,297.254612326475,0.0,0.0,19.76042246997237
1,40,50,1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.9445,0.7295,3.5467967987060547,0.025822561488372486,0.008714409464319499,27.555904388427734,0.9931736297247165,64.19307961990718,0.17205056965948456,297.254612326475,1.0841152644950007,340.14452161006443,19.76042246997237
1,40,50,-1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.9455,0.631,4.703263759613037,0.02961631810599451,0.008064595804376623,26.13250160217285,1.0016005482246464,73.03850149449312,0.1932414743204674,74.31365308161875,-5.988957478484094,215.5486760445765,44.46095382446666
1,40,50,0.0,0.75,8000,64,0.3,1.5,0.2,0.8,321,0.929,0.759,2.026772975921631,0.016742184903172915,0.009678124519250092,31.676668167114258,0.9956846881009059,49.3425618298416,0.13273908621038347,74.31365308161875,0.0,0.0,44.46095382446666
1,40,50,1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.958,0.575,3.5467967987060547,0.034217808824777395,0.008714409464319499,27.11931610107422,0.9964259711965108,64.19307961990718,0.17205056965948456,74.31365308161875,0.8130865501618827,765.3252575349215,44.46095382446666
1,40,50,-1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9465,0.5315,4.703263759613037,0.027519068198136536,0.008064595804376623,30.328523635864258,1.0040261110622124,73.03850149449312,0.1932414743204674,0.0,0.0,383.19757366608656,79.04168987988947
1,40,50,0.0,1.0,8000,64,0.3,1.5,0.2,0.8,448,0.9135,0.436,2.026772975921631,0.008158672235726838,0.009678124519250092,32.18357849121094,0.9986036622469707,49.3425618298416,0.13273908621038347,0.0,0.0,0.0,79.04168987988947
1,40,50,1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.957,0.4925,3.5467967987060547,0.0328598171087933,0.008714409464319499,28.117286682128906,0.9992115602403682,64.19307961990718,0.17205056965948456,0.0,0.0,1360.5780864402577,79.04168987988947
2,10,50,-1.0,0.0,8000,64,0.3,1.5,0.2,0.8,602,0.9025,0.756,6.526169300079346,0.005436880472633574,0.002822157635819167,16.96673583984375,0.9959562554098229,24.542835398863026,0.5281834063263591,126.8829531581903,0.0,0.0,0.0
2,10,50,0.0,0.0,8000,64,0.3,1.5,0.2,0.8,573,0.899,0.7945,2.205207347869873,0.019188774661072078,0.004752762135790868,16.10649299621582,0.9903754234589063,10.243072423750231,0.2649705821542787,126.8829531581903,0.0,0.0,0.0
2,10,50,1.0,0.0,8000,64,0.3,1.5,0.2,0.8,821,0.8915,0.784,11.478621482849121,0.0009930867559483482,0.0029411471681669355,16.91558837890625,0.9900044450982891,38.219218658339194,0.6143847157688933,126.8829531581903,0.0,0.0,0.0
2,10,50,-1.0,0.25,8000,64,0.3,1.5,0.2,0.8,363,0.941,0.604,6.526169300079346,0.0055754501864107115,0.002822157635819167,15.405998229980469,0.9980491705885254,24.542835398863026,0.5281834063263591,71.37165948517588,-0.3776465215877023,122.5986776761805,130.89562129723285
2,10,50,0.0,0.25,8000,64,0.3,1.5,0.2,0.8,417,0.9195,0.6485,2.205207347869873,0.01254439279437065,0.004752762135790868,18.128562927246094,0.9943584321117186,10.243072423750231,0.2649705821542787,71.37165948517588,0.0,0.0,130.89562129723285
2,10,50,1.0,0.25,8000,64,0.3,1.5,0.2,0.8,200,0.962,0.5055,11.478621482849121,0.02265987479283164,0.0029411471681669355,14.176223754882812,0.9920395106047846,38.219218658339194,0.6143847157688933,71.37165948517588,-6.381993359995631,1598.2312798118683,130.89562129723285
2,10,50,-1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.9545,0.523,6.526169300079346,0.02785840662028123,0.002822157635819167,13.977912902832031,1.0011283857034727,24.542835398863026,0.5281834063263591,31.720738289547576,-0.5035284954711408,490.394710704722,523.5824851889314
2,10,50,0.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.954,0.521,2.205207347869873,0.012088133793764024,0.004752762135790868,16.012535095214844,0.9968441268437633,10.243072423750231,0.2649705821542787,31.720738289547576,0.0,0.0,523.5824851889314
2,10,50,1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.969,0.4925,11.478621482849121,0.03840689053825675,0.0029411471681669355,12.607855796813965,0.9967345984190842,38.219218658339194,0.6143847157688933,31.720738289547576,-8.50932458586136,6392.925119247473,523.5824851889314
2,10,50,-1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.9545,0.4875,6.526169300079346,0.04160033805916707,0.002822157635819167,12.940211296081543,1.0033069923988824,24.542835398863026,0.5281834063263591,7.930184572386894,-0.3776466702681951,1103.3880769623042,1178.0606434556184
2,10,50,0.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.954,0.478,2.205207347869873,0.011771413391842442,0.004752762135790868,14.504165649414062,1.0002991284233664,10.243072423750231,0.2649705821542787,7.930184572386894,0.0,0.0,1178.0606434556184
2,10,50,1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.979,0.489,11.478621482849121,0.05296403101334969,0.0029411471681669355,12.649735450744629,0.9981140426653133,38.219218658339194,0.6143847157688933,7.930184572386894,-6.381993211143363,14384.081609076378,1178.0606434556184
2,10,50,-1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9635,0.499,6.526169300079346,0.04366877849000351,0.002822157635819167,12.319332122802734,1.0038246768979466,24.542835398863026,0.5281834063263591,0.0,0.0,1961.578842818888,2094.3299407557256
2,10,50,0.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9625,0.4785,2.205207347869873,0.03148762950570219,0.004752762135790868,12.533160209655762,1.001251910492891,10.243072423750231,0.2649705821542787,0.0,0.0,0.0,2094.3299407557256
2,10,50,1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9785,0.4915,11.478621482849121,0.03119765032056926,0.0029411471681669355,12.362237930297852,0.9969890540561979,38.219218658339194,0.6143847157688933,0.0,0.0,25571.700476989892,2094.3299407557256
2,20,50,-1.0,0.0,8000,64,0.3,1.5,0.2,0.8,271,0.9245,0.817,2.038771629333496,0.010085884015394472,0.006965561243582909,22.774742126464844,0.9958488934844132,19.73112652220016,0.15633579992608973,293.9265542500909,0.0,0.0,0.0
2,20,50,0.0,0.0,8000,64,0.3,1.5,0.2,0.8,316,0.9215,0.826,1.9881694316864014,0.0114044741540726,0.007502158132602314,23.080326080322266,0.9940056081497147,19.402422176010724,0.1537349585350748,293.9265542500909,0.0,0.0,0.0
2,20,50,1.0,0.0,8000,64,0.3,1.5,0.2,0.8,478,0.915,0.789,3.012207269668579,0.025524268895625077,0.005907437884812489,21.122238159179688,0.9930291536650684,25.59970563889334,0.20215206483422157,293.9265542500909,0.0,0.0,0.0
2,20,50,-1.0,0.25,8000,64,0.3,1.5,0.2,0.8,277,0.933,0.7045,2.038771629333496,0.01673488101974056,0.006965561243582909,22.266132354736328,0.9969728366619216,19.73112652220016,0.15633579992608973,165.33368816304045,-6.2074693719835565,22.416842219771766,108.93149741869499
2,20,50,0.0,0.25,8000,64,0.3,1.5,0.2,0.8,284,0.9285,0.73,1.9881694316864014,0.011008877441613071,0.007502158132602314,24.143722534179688,0.9947128398262424,19.402422176010724,0.1537349585350748,165.33368816304045,0.0,0.0,108.93149741869499
2,20,50,1.0,0.25,8000,64,0.3,1.5,0.2,0.8,411,0.9135,0.689,3.012207269668579,0.0017231846997004285,0.005907437884812489,22.964643478393555,0.9941577142199923,25.59970563889334,0.20215206483422157,165.33368816304045,-17.067035706748864,31.475316440785797,108.93149741869499
2,20,50,-1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.951,0.6175,2.038771629333496,0.013466019903140846,0.006965561243582909,22.605304718017578,0.9990315412082611,19.73112652220016,0.15633579992608973,73.48163856252272,-8.276625398599412,89.66736887908706,435.72598967477995
2,20,50,0.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.9465,0.6085,1.9881694316864014,0.0032039325028323986,0.007502158132602314,24.55807113647461,0.9991517435429553,19.402422176010724,0.1537349585350748,73.48163856252272,0.0,0.0,435.72598967477995
2,20,50,1.0,0.5,8000,64,0.3,1.5,0.2,0.8,264,0.9415,0.587,3.012207269668579,0.015331370659221553,0.005907437884812489,23.528057098388672,0.9967200414412197,25.59970563889334,0.20215206483422157,73.48163856252272,-22.75604745746699,125.90126576314319,435.72598967477995
2,20,50,-1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.9545,0.598,2.038771629333496,0.030615830630076266,0.006965561243582909,22.150991439819336,1.0004844986700387,19.73112652220016,0.15633579992608973,18.37040964063068,-6.207468675441193,201.75158406030977,980.3834945390407
2,20,50,0.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.951,0.5255,1.9881694316864014,0.01598295383413804,0.007502158132602314,22.499330520629883,1.0001293812093104,19.402422176010724,0.1537349585350748,18.37040964063068,0.0,0.0,980.3834945390407
2,20,50,1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.945,0.5745,3.012207269668579,0.017806994005184748,0.005907437884812489,23.23933982849121,0.9985808212697386,25.59970563889334,0.20215206483422157,18.37040964063068,-17.067035836045857,283.27786309566875,980.3834945390407
2,20,50,-1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.9645,0.6085,2.038771629333496,0.02328323742189911,0.006965561243582909,21.927499771118164,1.0003734761290257,19.73112652220016,0.15633579992608973,0.0,0.0,358.66947551634826,1742.9039586991198
2,20,50,0.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.949,0.4965,1.9881694316864014,0.012850727409884138,0.007502158132602314,22.232402801513672,0.9993088279017034,19.402422176010724,0.1537349585350748,0.0,0.0,0.0,1742.9039586991198
2,20,50,1.0,1.0,8000,64,0.3,1.5,0.2,0.8,200,0.954,0.5775,3.012207269668579,0.012022812656390382,0.005907437884812489,23.829090118408203,0.9995258109037152,25.59970563889334,0.20215206483422157,0.0,0.0,503.60506305257275,1742.9039586991198
2,30,50,-1.0,0.0,8000,64,0.3,1.5,0.2,0.8,289,0.94,0.8565,4.611280918121338,0.021433367195963022,0.006483131790019829,26.61746597290039,0.997140242172284,52.36857893139779,0.21704035354549064,794.6856686785469,0.0,0.0,0.0
2,30,50,0.0,0.0,8000,64,0.3,1.5,0.2,0.8,200,0.9385,0.8755,1.7415062189102173,0.01747122237842862,0.007656901259103725,27.93035316467285,0.9934348783855846,30.25631151197305,0.1293493570825804,794.6856686785469,0.0,0.0,0.0
2,30,50,1.0,0.0,8000,64,0.3,1.5,0.2,0.8,362,0.9285,0.8015,5.8571882247924805,0.01638072297777733,0.006510348635693562,28.018762588500977,0.996779681028317,54.1421207318371,0.22378020717675284,794.6856686785469,0.0,0.0,0.0
2,30,50,-1.0,0.25,8000,64,0.3,1.5,0.2,0.8,200,0.9475,0.7615,4.611280918121338,0.01881210271633048,0.006483131790019829,26.38011360168457,0.9946418210515858,52.36857893139779,0.21704035354549064,447.0106987739415,-0.759545817030675,202.90314659607776,28.683607076919273
2,30,50,0.0,0.25,8000,64,0.3,1.5,0.2,0.8,218,0.946,0.8565,1.7415062189102173,0.03073571225462227,0.007656901259103725,26.671049118041992,0.9916163724893939,30.25631151197305,0.1293493570825804,447.0106987739415,0.0,0.0,28.683607076919273
2,30,50,1.0,0.25,8000,64,0.3,1.5,0.2,0.8,344,0.93,0.753,5.8571882247924805,0.0125980364451126,0.006510348635693562,28.411733627319336,0.9976422422005747,54.1421207318371,0.22378020717675284,447.0106987739415,5.2795561385661305,125.42571317889954,28.683607076919273
2,30,50,-1.0,0.5,8000,64,0.3,1.5,0.2,0.8,200,0.954,0.6165,4.611280918121338,0.020419299800548404,0.006483131790019829,25.594655990600586,0.9964372779285197,52.36857893139779,0.21704035354549064,198.67141716963673,-1.0127280445094549,811.612586384311,114.73442830767709
2,30,50,0.0,0.5,8000,64,0.3,1.5,0.2,0.8,255,0.9435,0.7555,1.7415062189102173,0.016388619249993026,0.007656901259103725,28.86688232421875,0.9946390452817072,30.25631151197305,0.1293493570825804,198.67141716963673,0.0,0.0,114.73442830767709
2,30,50,1.0,0.5,8000,64,0.3,1.5,0.2,0.8,213,0.949,0.607,5.8571882247924805,0.013474214156755399,0.006510348635693562,27.713787078857422,0.9988221739805541,54.1421207318371,0.22378020717675284,198.67141716963673,7.039408352962708,501.70285271559817,114.73442830767709
2,30,50,-1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.96,0.5235,4.611280918121338,0.027216684882998755,0.006483131790019829,22.992839813232422,0.9999083442027275,52.36857893139779,0.21704035354549064,49.66785429240918,-0.7595458780396609,1826.1282994382645,258.15246827607064
2,30,50,0.0,0.75,8000,64,0.3,1.5,0.2,0.8,247,0.938,0.5885,1.7415062189102173,0.010059310938833796,0.007656901259103725,29.194774627685547,0.9985099135564256,30.25631151197305,0.1293493570825804,49.66785429240918,0.0,0.0,258.15246827607064
2,30,50,1.0,0.75,8000,64,0.3,1.5,0.2,0.8,200,0.95,0.5105,5.8571882247924805,0.03498188902529615,0.006510348635693562,22.95566177368164,1.0010589182232064,54.1421207318371,0.22378020717675284,49.66785429240918,5.279555963057433,1128.8314577659721,258.15246827607064
